code,name,sector,price,per,pbr,dividend_yield,roe,market_cap_oku_yen,ma25,ma75,rsi14,signal,news_count,news_sentiment,news_label,news_latest
3549,クスリのアオキホールディングス,小売業,4199.0,23.751345,2.8272514,1.52,11.95,3987.5,3769.1,3710.1,69.0,中立,0,,,
3550,スタジオアタオ,小売業,217.0,19.835466,1.187382,2.3,-8.41,30.1,222.5,222.4,43.1,ゴールデンクロス,0,,,
3551,ダイニック,繊維製品,1385.0,4.576697,0.37934086,3.32,8.82,112.6,1357.6,1263.4,55.0,中立,0,,,
3553,共和レザー,化学,881.0,32.001453,0.57405317,5.9,1.98,209.9,875.1,888.3,50.9,中立,0,,,
3556,リネットジャパングループ,小売業,790.0,16.001621,7.673255,,69.43,115.8,774.3,828.9,49.8,中立,1,,,2026-07-29
3557,ユナイテッド＆コレクティブ,小売業,550.0,,5.230076,,-55.17,27.2,541.7,577.4,55.6,中立,0,,,
3558,ジェイドグループ,小売業,1629.0,10.743257,2.166529,1.84,-3.96,168.9,1600.5,1785.6,48.9,中立,0,,,
3559,ピーバンドットコム,卸売業,415.0,18.40355,1.3521924,2.41,7.51,19.5,407.5,437.9,51.7,中立,0,,,
3560,ほぼ日,小売業,4180.0,10.463602,1.7348344,2.15,14.54,97.0,4313.8,4222.5,44.4,中立,0,,,
3561,力の源ホールディングス,小売業,1726.0,28.374157,4.2901707,1.39,16.06,519.6,1576.2,1507.5,77.5,買われすぎ,0,,,
3562,Ｎｏ．１,卸売業,1597.0,15.318945,2.5762887,4.95,16.48,104.8,1567.8,1561.7,61.8,中立,0,,,
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,5846.0,46.537174,11.58445,0.34,29.88,13283.4,5114.2,4999.1,73.7,買われすぎ,0,,,
3565,アセンテック,卸売業,440.0,9.159034,3.1174278,3.41,27.41,189.0,415.4,437.4,55.9,中立,0,,,
3566,ユニフォームネクスト,小売業,873.0,17.054113,2.3116336,0.69,14.82,88.3,865.9,866.8,49.6,デッドクロス,0,,,
3569,セーレン,繊維製品,3220.0,12.203442,1.1741142,2.36,10.25,1888.0,3269.6,3290.6,45.2,中立,0,,,
3571,ソトー,繊維製品,713.0,17.305824,0.58275825,7.01,3.46,86.9,710.5,704.2,55.5,中立,0,,,
3577,東海染工,繊維製品,937.0,14.629195,0.3748963,2.67,3.98,29.6,928.0,942.4,54.8,中立,2,,,2026-07-24
3580,小松マテーレ,繊維製品,725.0,18.83117,0.6954523,3.86,3.77,272.7,718.9,721.9,52.6,中立,0,,,
3583,オーベクス,繊維製品,1360.0,6.506243,0.5136099,2.57,8.21,37.2,1271.4,1248.1,62.5,中立,1,,,2026-07-29
3591,ワコールホールディングス,繊維製品,4567.0,17.447947,1.0772009,2.19,6.35,2257.8,4449.2,4501.1,59.1,中立,0,,,
3597,自重堂,繊維製品,9070.0,20.798937,0.68484086,5.51,3.51,261.4,9007.7,9448.5,48.2,中立,0,,,
3598,山喜,繊維製品,163.0,,0.712341,1.84,-27.12,23.1,159.3,160.5,59.3,中立,0,,,
3600,フジックス,繊維製品,1708.0,,0.23907171,2.93,-1.26,23.5,1708.3,1681.5,50.9,中立,0,,,
3607,クラウディアホールディングス,繊維製品,360.0,5.3467994,0.6686565,2.78,13.18,32.6,361.9,364.1,49.4,中立,0,,,
3608,ＴＳＩホールディングス,繊維製品,1278.0,21.123966,0.77404064,5.48,3.67,717.5,1207.0,1224.3,67.7,中立,0,,,
3611,マツオカコーポレーション,繊維製品,2460.0,8.914982,0.6466562,4.67,8.1,258.3,2506.0,2326.7,47.1,中立,0,,,
3612,ワールド,繊維製品,1654.0,9.656139,1.269093,4.05,13.57,1260.4,1608.1,1549.6,63.3,中立,0,,,
3622,ネットイヤーグループ,情報・通信業,510.0,20.514883,1.7714299,1.37,10.38,35.7,505.0,516.2,51.7,中立,0,,,
3623,ビリングシステム,情報・通信業,1012.0,15.59322,2.059837,3.21,17.21,63.1,1033.5,1038.7,45.2,中立,0,,,
3624,アクセルマーク,情報・通信業,66.0,,3.0749161,,,43.1,72.7,71.7,45.1,中立,2,,,2026-07-23
3625,テックファームホールディングス,情報・通信業,593.0,8.875917,1.4179581,1.35,14.95,42.2,572.0,586.2,56.1,中立,0,,,
3626,ＴＩＳ,情報・通信業,3939.0,19.217447,2.6695185,2.28,14.01,8265.1,3402.2,3406.9,75.5,買われすぎ,1,,,2026-07-24
3627,テクミラホールディングス,情報・通信業,266.0,,0.53454876,2.26,-0.36,32.1,270.7,280.5,43.5,中立,0,,,
3628,データホライゾン,情報・通信業,597.0,28.280436,15.950624,,76.83,75.8,542.5,542.4,58.4,ゴールデンクロス,0,,,
3632,グリーホールディングス,情報・通信業,401.0,47.121033,0.73956996,5.36,2.28,688.9,388.8,375.7,61.1,中立,0,,,
3633,ＧＭＯペパボ,情報・通信業,1756.0,10.40901,3.7294967,21.18,34.97,90.6,1708.0,1743.6,59.1,中立,0,,,
3634,ソケッツ,情報・通信業,575.0,16.261312,1.7447559,1.04,-33.7,14.0,570.8,611.4,49.3,中立,0,,,
3635,コーエーテクモホールディングス,情報・通信業,1649.0,12.51803,1.9677922,2.91,20.6,5509.1,1554.9,1547.9,61.3,中立,2,,,2026-07-29
3636,三菱総合研究所,情報・通信業,5030.0,7.9472923,1.0007776,3.38,12.77,792.7,4627.0,4627.6,75.5,買われすぎ,1,,,2026-07-29
3639,ボルテージ,情報・通信業,222.0,,0.6586267,,-2.95,14.5,226.6,231.0,41.3,中立,1,,,2026-07-23
3640,電算,情報・通信業,2664.0,3.3547413,0.9095798,3.75,30.92,147.8,2386.4,2541.8,73.7,買われすぎ,1,,,2026-07-23
3641,パピレス,情報・通信業,968.0,81.20805,0.93515277,1.03,-1.29,83.7,955.8,954.0,61.2,ゴールデンクロス,0,,,
3645,メディカルネット,情報・通信業,242.0,16.165665,1.1228136,1.24,8.46,22.4,243.6,264.8,45.1,中立,0,,,
3646,駅探,情報・通信業,335.0,,1.3029594,2.39,-25.69,15.8,331.1,330.6,56.9,ゴールデンクロス,0,,,
3647,アスリナ,情報・通信業,107.0,,2.8062627,,-40.02,22.7,118.6,120.1,40.4,中立,1,,,2026-07-24
3648,ＡＧＳ,情報・通信業,1121.0,9.702268,1.1679821,3.21,12.6,187.0,1114.7,1101.4,52.4,中立,0,,,
3649,ファインデックス,情報・通信業,865.0,17.275814,3.740201,3.12,21.82,211.1,837.3,797.9,59.6,中立,0,,,
3652,ディジタルメディアプロフェッショナル,情報・通信業,2043.0,,2.0073612,,4.96,64.3,2318.0,2748.5,37.1,中立,0,,,
3653,モルフォ,情報・通信業,623.0,,1.0918638,,-17.69,32.2,621.9,644.5,47.0,中立,1,,,2026-07-28
3656,ＫＬａｂ,情報・通信業,214.0,,1.6180496,,-39.79,169.5,210.9,247.0,48.1,中立,0,,,
3657,ポールトゥウィンホールディングス,情報・通信業,340.0,,1.4929895,4.71,-27.62,120.2,331.1,310.9,65.2,中立,1,,,2026-07-28
3659,ネクソン,情報・通信業,2590.5,22.68389,1.9316405,2.32,11.56,20312.7,2268.1,2355.5,74.6,買われすぎ,0,,,
365A,伊澤タオル,繊維製品,788.0,11.078308,2.010081,5.33,,71.7,762.2,734.7,62.7,中立,0,,,
3660,アイスタイル,情報・通信業,440.0,21.803766,1.9612738,0.23,13.91,440.1,400.0,407.9,71.6,買われすぎ,0,,,
3661,エムアップホールディングス,情報・通信業,805.0,19.249163,6.019772,2.98,34.23,553.7,734.3,700.3,69.9,中立,1,,,2026-07-29
3662,エイチームホールディングス,情報・通信業,997.0,31.05919,2.102617,2.81,4.05,185.3,1011.8,981.4,46.9,中立,0,,,
3663,セルシス,情報・通信業,1952.0,35.36232,12.389954,2.05,27.96,578.4,1892.7,1658.9,58.0,中立,0,,,
3664,ＷＩＺＥ,情報・通信業,22.0,,1.6581248,,-71.63,18.6,22.7,27.3,45.8,中立,0,,,
3665,エニグモ,情報・通信業,406.0,49.271847,1.5367901,2.46,,161.1,398.6,378.7,58.1,中立,1,,,2026-07-23
3667,ｅｎｉｓｈ,情報・通信業,26.0,,1.3067297,,-140.69,11.9,29.7,37.4,32.0,中立,0,,,
3668,コロプラ,情報・通信業,400.0,152.09125,0.77293193,5.0,0.5,514.3,382.6,392.7,60.8,中立,0,,,
366A,ウェルネス・コミュニケーションズ,サービス業,1018.0,14.93983,2.175911,3.93,17.7,126.9,1055.2,1043.7,40.3,中立,0,,,
3670,協立情報通信,情報・通信業,1770.0,7.424808,1.1566609,3.67,,21.2,,,,,0,,,
3671,ソフトマックス,情報・通信業,324.0,13.56784,2.023356,3.09,15.37,77.9,312.4,314.6,57.1,中立,0,,,
3672,オルトプラス,情報・通信業,27.0,,1.7381228,,-50.9,23.4,27.9,31.1,44.8,中立,0,,,
3673,ブロードリーフ,情報・通信業,456.0,67.75632,3.356001,1.75,6.49,825.5,419.0,433.0,64.0,中立,0,,,
3674,オークファン,情報・通信業,326.0,,0.8473497,,-9.42,34.3,320.0,324.2,56.1,中立,0,,,
3675,クロス・マーケティンググループ,情報・通信業,602.0,8.833455,1.2641507,2.49,15.42,112.9,589.5,587.8,59.1,ゴールデンクロス,0,,,
3676,デジタルハーツホールディングス,情報・通信業,773.0,14.573906,1.7901102,3.23,12.61,172.4,733.9,761.2,68.3,中立,0,,,
3678,メディアドゥ,情報・通信業,1323.0,11.043406,1.0765288,3.02,6.23,200.8,1307.5,1304.5,54.9,ゴールデンクロス,0,,,
3679,じげん,情報・通信業,428.0,10.283518,1.8855871,3.15,19.48,424.4,398.4,400.3,71.4,買われすぎ,0,,,
367A,プリモグローバルホールディングス,小売業,2669.0,11.336222,1.1484149,4.5,,233.5,2833.7,2760.8,41.5,中立,0,,,
3680,ホットリンク,情報・通信業,214.0,,0.8362838,2.9,-36.23,32.8,213.8,221.3,47.2,中立,0,,,
3681,ブイキューブ,情報・通信業,9.0,,,,,2.3,,,,,0,,,
3682,エンカレッジ・テクノロジ,情報・通信業,602.0,18.853743,1.306041,4.49,1.0,40.1,603.8,609.8,48.3,中立,0,,,
3683,サイバーリンクス,情報・通信業,1060.0,9.215789,1.2483526,3.3,9.35,117.7,1042.4,1034.0,54.2,中立,0,,,
3686,ディー・エル・イー,情報・通信業,60.0,,0.6523441,,29.9,26.1,70.8,86.6,20.2,売られすぎ,0,,,
3687,フィックスターズ,情報・通信業,1975.0,37.068317,7.292963,0.96,21.55,638.0,2284.7,2033.8,38.1,中立,0,,,
368A,北里コーポレーション,精密機器,1390.0,14.266653,2.711666,2.95,20.1,556.0,1346.8,1281.5,64.0,中立,0,,,
3690,イルグルム,情報・通信業,540.0,101.88679,1.7863996,1.3,1.41,33.7,534.1,535.4,56.4,中立,0,,,
3691,デジタルプラス,情報・通信業,1422.0,,7.709156,,-13.71,62.0,1564.6,1617.0,38.7,中立,0,,,
3692,ＦＦＲＩセキュリティ,情報・通信業,4790.0,34.490208,10.030889,0.38,33.48,378.9,5065.8,5540.9,41.0,中立,0,,,
3694,オプティム,情報・通信業,399.0,19.713438,2.3416867,,0.29,217.4,402.1,422.2,46.5,中立,0,,,
3695,ＧＭＯプロダクトプラットフォーム,情報・通信業,1458.0,34.913795,2.681601,4.4,19.85,64.2,1438.8,1588.2,42.9,中立,0,,,
3696,セレス,情報・通信業,2142.0,9.886457,1.8708142,8.4,14.02,247.3,2086.7,1853.6,60.2,中立,0,,,
3697,ＳＨＩＦＴ,情報・通信業,950.0,29.585798,6.312544,0.86,17.23,2428.2,723.2,685.3,76.6,買われすぎ,0,,,
3698,ＣＲＩ・ミドルウェア,情報・通信業,1181.0,16.610409,1.48116,2.29,9.31,61.7,1203.3,1095.1,51.6,中立,0,,,
369A,エータイ,サービス業,2239.0,24.413914,2.9141238,2.41,,95.0,2230.6,2270.3,50.2,中立,0,,,
3708,特種東海製紙,パルプ・紙,2168.0,17.401075,0.90524375,4.34,5.17,755.5,1995.0,1796.2,70.5,買われすぎ,1,,,2026-07-24
3710,ジョルダン,情報・通信業,620.0,8.896542,0.65651745,0.97,7.59,31.6,618.3,623.0,53.4,中立,0,,,
3712,情報企画,情報・通信業,1065.0,13.5859165,2.1679258,2.25,16.92,161.1,959.6,991.3,65.7,中立,0,,,
3719,ＡＩストーム,情報・通信業,140.0,21.638332,3.8003201,2.14,,41.9,169.2,198.0,22.3,売られすぎ,0,,,
3723,日本ファルコム,情報・通信業,2632.0,17.157759,2.4161754,0.38,14.91,259.7,2671.5,2414.0,52.0,中立,0,,,
3726,フォーシーズＨＤ,小売業,370.0,,2.3045638,,-33.15,48.6,358.2,380.6,57.4,中立,1,,,2026-07-29
3727,アプリックス,情報・通信業,136.0,,1.324529,1.47,-8.64,59.3,137.6,149.1,46.0,中立,0,,,
372A,レント,サービス業,5580.0,7.360118,1.0734576,4.21,15.97,215.2,5162.4,5183.4,70.5,買われすぎ,0,,,
3733,ソフトウェア・サービス,情報・通信業,11330.0,10.01547,1.3863447,1.5,14.87,560.0,10829.6,10946.9,59.7,中立,4,,,2026-07-29
373A,リップス,化学,1489.0,7.3969197,0.96859896,,,38.5,1507.4,1530.9,39.2,中立,0,,,
3741,セック,情報・通信業,2853.0,19.299194,2.8246574,2.17,15.37,291.3,3066.4,3290.0,37.5,中立,0,,,
3744,サイオス,情報・通信業,500.0,13.539128,2.1683507,1.0,23.35,43.3,505.7,496.9,46.8,中立,0,,,
3747,インタートレード,情報・通信業,386.0,149.61241,2.3113496,,1.34,27.7,407.8,481.3,38.7,中立,0,,,
3750,ＡＤＲ１２０Ｓ,情報・通信業,783.0,,317.77597,,-121.47,69.9,795.2,805.0,42.3,中立,0,,,
3753,フライトソリューションズ,情報・通信業,178.0,,3.715377,,-20.55,26.1,177.4,167.8,49.2,中立,0,,,
3758,アエリア,情報・通信業,244.0,14.429332,0.5805198,2.05,3.66,49.7,235.1,237.9,67.9,中立,0,,,
3760,ケイブ,情報・通信業,767.0,,1.2780926,1.3,-57.41,46.2,680.8,636.6,73.1,買われすぎ,1,,,2026-07-27
3762,テクマトリックス,情報・通信業,2117.0,16.474709,3.231479,3.02,18.09,850.7,1845.8,1822.2,77.6,買われすぎ,1,,,2026-07-24
3763,プロシップ,情報・通信業,1847.0,21.176336,4.170656,2.27,21.92,475.6,1768.4,1639.7,62.8,中立,0,,,
3765,ガンホー・オンライン・エンターテイメント,情報・通信業,2529.0,99.56693,1.1592665,3.56,3.27,1324.4,2329.4,2354.8,72.5,買われすぎ,0,,,
3766,システムズ・デザイン,情報・通信業,1425.0,12.396694,1.0114912,4.21,8.33,48.7,1370.6,1301.3,66.0,中立,0,,,
3768,リスクモンスター,情報・通信業,558.0,18.844984,0.70334125,2.96,3.77,41.4,560.6,560.6,48.1,デッドクロス,0,,,
3769,ＧＭＯペイメントゲートウェイ,情報・通信業,10265.0,32.858517,6.647188,1.66,21.79,7795.6,9540.0,8703.0,66.7,中立,0,,,
3771,システムリサーチ,情報・通信業,1871.0,11.875595,2.3050387,8.55,21.36,310.3,1806.1,1755.6,62.6,中立,2,,,2026-07-28
3772,ウェルス・マネジメント,不動産業,1052.0,,1.1418759,1.9,-6.35,201.8,1052.7,1063.4,48.8,中立,0,,,
3773,アドバンスト・メディア,情報・通信業,1088.0,9.785052,1.2157335,2.02,13.21,163.4,1095.2,1072.0,49.6,中立,1,,,2026-07-24
3774,インターネットイニシアティブ,情報・通信業,3611.0,26.592533,4.05104,1.19,16.19,6403.4,3393.6,3085.8,68.6,中立,0,,,
3776,ブロードバンドタワー,情報・通信業,227.0,46.32653,1.5260504,0.88,-4.8,139.5,272.8,259.3,26.3,売られすぎ,0,,,
3777,環境フレンドリーホールディングス,情報・通信業,43.0,,3.4744666,,-0.63,139.0,49.4,53.5,25.8,売られすぎ,0,,,
3778,さくらインターネット,情報・通信業,3170.0,601.518,4.215224,0.17,,1268.8,2891.0,3036.7,61.6,中立,4,,,2026-07-28
3779,ジェイ・エスコムホールディングス,情報・通信業,127.0,,2.6187186,,-6.4,14.7,131.0,141.8,35.9,中立,0,,,
3787,テクノマセマティカル,情報・通信業,261.0,7.873303,0.37348887,,4.76,6.8,288.3,341.7,31.4,中立,0,,,
3788,ＧＭＯグローバルサイン・ホールディングス,情報・通信業,2275.0,25.994059,2.6005142,2.62,12.17,260.9,2114.0,2012.0,65.6,中立,0,,,
378A,ヒット,サービス業,1033.0,13.579597,2.63386,3.39,,147.2,1044.8,1088.0,45.4,中立,0,,,
3791,ＩＧポート,情報・通信業,1036.0,31.120455,2.0982957,1.25,7.51,209.5,1220.1,1282.2,36.9,中立,1,,,2026-07-24
3793,ドリコム,情報・通信業,446.0,60.107815,2.5600553,1.12,4.39,127.9,415.8,416.2,67.3,中立,3,,,2026-07-29
3796,いい生活,情報・通信業,297.0,27.14808,2.06104,1.01,7.82,41.0,280.1,287.6,66.4,中立,0,,,
3798,ＵＬＳグループ,情報・通信業,582.0,16.767502,2.6912549,1.41,18.1,329.3,542.3,526.5,67.2,中立,1,,,2026-07-29
3799,キーウェアソリューションズ,情報・通信業,1082.0,11.275532,1.1304452,3.7,10.29,90.5,1046.7,1041.0,65.4,中立,1,,,2026-07-24
3800,ユニリタ,情報・通信業,1965.0,19.428514,1.2080004,3.87,6.32,149.5,1959.8,1937.4,57.4,中立,0,,,
3802,エコミック,情報・通信業,492.0,20.246914,1.2399912,2.64,6.9,16.9,483.6,473.9,62.6,中立,0,,,
3803,イメージ情報開発,情報・通信業,486.0,,2.5593898,,-59.4,16.1,479.5,533.4,48.7,中立,0,,,
3804,システム　ディ,情報・通信業,449.0,14.606376,1.64083,2.45,11.71,86.5,434.3,483.5,54.6,中立,0,,,
3807,フィスコ,情報・通信業,83.0,,3.4824202,,-129.19,38.0,86.1,96.3,37.7,中立,1,,,2026-07-29
3810,サイバーステップホールディングス,情報・通信業,152.0,,2.1642246,,-117.22,124.5,178.4,219.9,37.3,中立,1,,,2026-07-27
3815,メディア工房,情報・通信業,444.0,,8.239159,,-93.04,48.1,444.2,445.2,49.5,中立,0,,,
3816,大和コンピューター,情報・通信業,1150.0,16.899338,0.81931007,1.65,4.71,44.6,1124.3,1126.5,62.2,中立,0,,,
3817,ＳＲＡホールディングス,情報・通信業,4785.0,10.796237,1.7990406,5.02,17.59,604.5,4540.4,4560.7,66.4,中立,0,,,
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,情報・通信業,29.0,,2.749858,,-37.36,38.1,31.4,36.4,35.8,中立,2,,,2026-07-29
3825,リミックスポイント,小売業,187.0,,1.1429061,1.6,-22.63,274.2,194.6,203.3,43.3,中立,0,,,
3826,システムインテグレータ,情報・通信業,451.0,10.740652,1.1152655,2.44,12.47,49.2,446.8,448.6,52.8,中立,0,,,
3834,朝日ネット,情報・通信業,651.0,13.103865,1.2871463,3.84,9.87,168.7,626.0,619.5,75.7,買われすぎ,0,,,
3835,ｅＢＡＳＥ,情報・通信業,433.0,18.834276,2.5828233,2.82,13.94,190.3,416.0,406.6,66.6,中立,0,,,
3836,アバントグループ,情報・通信業,1328.0,13.478128,3.2013655,2.41,25.59,457.5,1175.8,1169.1,80.5,ゴールデンクロス,0,,,
3837,アドソル日進,情報・通信業,1534.0,17.996246,3.718788,3.13,20.11,258.3,1444.9,1449.3,62.9,中立,0,,,
3839,ＯＤＫソリューションズ,情報・通信業,638.0,37.48531,0.8152021,1.57,2.19,52.3,631.4,625.0,61.8,中立,1,,,2026-07-29
3840,パス,情報・通信業,55.0,,2.3870492,,-58.28,45.5,60.4,59.2,37.7,中立,1,,,2026-07-23
3841,ジーダット,情報・通信業,1211.0,27.055408,1.8307571,3.3,4.39,46.6,1219.6,1189.9,49.7,中立,1,,,2026-07-29
3842,ネクストジェン,情報・通信業,990.0,10.49507,1.2735937,2.02,12.76,30.6,937.6,956.3,65.9,中立,0,,,
3843,フリービット,情報・通信業,1581.0,10.516164,3.8704371,2.59,27.86,345.0,1547.4,1476.9,59.2,中立,2,,,2026-07-29
3844,コムチュア,情報・通信業,1455.0,14.134447,2.2983966,3.57,16.99,464.0,1339.6,1330.0,72.3,買われすぎ,0,,,
3845,アイフリークモバイル,情報・通信業,212.0,107.61421,5.62797,,-8.4,47.1,215.2,241.8,45.9,中立,1,,,2026-07-23
3848,データ・アプリケーション,情報・通信業,815.0,33.170532,1.0789214,4.29,4.0,51.9,814.9,859.4,45.7,中立,1,,,2026-07-23
3850,エヌ・ティ・ティ・データ・イントラマート,情報・通信業,3000.0,15.962541,2.487193,2.5,16.63,146.1,3028.2,2827.6,51.3,中立,1,,,2026-07-29
3851,日本一ソフトウェア,情報・通信業,1062.0,,0.6764827,0.47,-3.23,53.7,876.1,845.3,87.7,買われすぎ,1,,,2026-07-23
3853,アステリア,情報・通信業,1010.0,21.002287,2.2008722,0.99,11.7,171.6,1124.5,1524.1,31.7,中立,0,,,
3854,アイル,情報・通信業,2355.0,14.969488,4.7017627,2.8,37.42,588.7,2313.4,2369.8,53.2,中立,0,,,
3856,Ａｂａｌａｎｃｅ,電気機器,489.0,1.3738657,0.24909595,1.23,,92.7,505.4,520.8,44.3,中立,1,,,2026-07-23
3858,ユビキタスＡＩ,情報・通信業,282.0,,1.5450023,,-24.07,29.5,295.4,322.9,38.4,中立,0,,,
3861,王子ホールディングス,パルプ・紙,896.5,14.672668,0.71292585,4.02,5.02,7613.4,829.9,817.0,77.2,買われすぎ,0,,,
3863,日本製紙,パルプ・紙,1474.0,14.48791,0.33426964,1.02,2.63,1699.6,1379.0,1347.7,60.7,中立,0,,,
3864,三菱製紙,パルプ・紙,1122.0,25.840628,0.47650352,2.32,2.02,491.5,1069.0,1028.4,54.6,中立,0,,,
3865,北越コーポレーション,パルプ・紙,947.0,21.73514,0.59703296,2.75,2.87,1503.9,896.2,900.4,60.4,中立,0,,,
386A,みのや,小売業,1274.0,17.956308,1.1700923,3.87,,45.9,1283.7,1301.5,42.1,中立,0,,,
3877,中越パルプ工業,パルプ・紙,2125.0,10.932195,0.44538715,5.65,4.27,267.0,2081.8,2009.9,59.4,中立,1,,,2026-07-23
3878,巴川コーポレーション,化学,778.0,8.151718,0.43168837,1.93,5.64,76.3,784.2,836.8,46.9,中立,2,,,2026-07-23
387A,フラー,情報・通信業,979.0,10.14613,1.4109657,,,17.0,946.8,940.2,56.8,ゴールデンクロス,0,,,
3880,大王製紙,パルプ・紙,1018.0,18.939535,0.69187456,1.38,4.34,1569.9,949.2,953.2,69.7,中立,0,,,
3891,ニッポン高度紙工業,パルプ・紙,5440.0,21.719168,2.18934,2.02,10.55,573.7,8170.8,7397.1,27.9,売られすぎ,1,,,2026-07-23
3892,岡山製紙,パルプ・紙,1609.0,9.086802,0.51607615,3.11,5.99,74.7,1642.7,1684.6,30.9,中立,1,,,2026-07-24
3895,ハビックス,パルプ・紙,405.0,5.7931623,0.43529618,3.95,9.6,31.7,405.0,410.5,46.5,中立,0,,,
3896,阿波製紙,パルプ・紙,361.0,4.8287854,0.56443644,,11.83,36.1,362.9,399.8,45.0,中立,0,,,
3900,クラウドワークス,情報・通信業,692.0,,1.6395735,,-5.91,109.5,619.4,616.7,65.3,ゴールデンクロス,0,,,
3901,マークラインズ,情報・通信業,1397.0,12.020307,2.835886,3.72,23.47,178.1,1328.7,1375.5,62.2,中立,0,,,
3903,ｇｕｍｉ,情報・通信業,249.0,8.892858,0.62800604,,6.29,127.0,239.0,279.2,52.5,中立,2,,,2026-07-28
3904,カヤック,情報・通信業,405.0,9.498124,1.0543087,0.96,7.91,62.4,407.7,410.8,46.1,中立,0,,,
3905,データセクション,情報・通信業,1930.0,21.335398,2.957696,,25.74,616.2,2987.4,3200.3,26.6,売られすぎ,1,,,2026-07-29
3907,シリコンスタジオ,情報・通信業,1318.0,,2.0804362,1.52,4.98,36.2,916.1,920.9,65.5,中立,0,,,
3908,コラボス,情報・通信業,345.0,15.869366,1.174744,1.74,7.6,16.1,334.6,323.5,63.5,中立,0,,,
3909,ショーケース,情報・通信業,204.0,6.5742826,1.0384955,,,17.5,197.9,210.5,54.3,中立,0,,,
3910,エムケイシステム,情報・通信業,274.0,5.7952623,1.6487055,2.92,32.34,14.9,274.9,283.1,47.2,中立,0,,,
3911,Ａｉｍｉｎｇ,情報・通信業,205.0,8.809626,1.3589478,,14.8,95.7,199.4,186.1,57.1,中立,4,,,2026-07-29
3912,モバイルファクトリー,情報・通信業,1057.0,14.408397,2.74721,4.82,17.34,68.6,1082.4,1095.3,44.6,中立,3,,,2026-07-24
3913,ＧｒｅｅｎＢｅｅ,情報・通信業,992.0,11.338439,1.8880169,,17.6,20.0,952.2,1013.5,55.5,中立,0,,,
3914,ＪＩＧ－ＳＡＷ,情報・通信業,2469.0,38.998577,4.5911136,,14.33,162.4,2400.4,2492.7,55.0,中立,0,,,
3915,テラスカイ,情報・通信業,2025.0,16.621521,2.0884986,0.84,13.48,261.4,2253.8,2173.9,38.5,中立,0,,,
3916,デジタル・インフォメーション・テクノロジー,情報・通信業,971.0,13.134046,3.3256044,3.91,26.54,286.1,904.3,872.8,64.1,中立,0,,,
3917,アイリッジ,情報・通信業,492.0,6.040516,1.2695988,,-4.87,38.5,442.0,445.1,78.9,買われすぎ,1,,,2026-07-24
3918,ＰＣＩホールディングス,情報・通信業,1207.0,10.589577,1.2269702,6.3,11.55,119.8,1225.8,1163.0,46.6,中立,0,,,
3920,アイビーシー,情報・通信業,994.0,14.310394,2.2941973,2.21,8.84,55.2,992.4,994.7,50.9,中立,0,,,
3921,ネオジャパン,情報・通信業,1709.0,13.221415,3.1663628,3.16,12.35,239.6,1610.7,1572.1,77.0,買われすぎ,0,,,
3922,ＰＲ　ＴＩＭＥＳ,情報・通信業,2101.0,12.024954,2.9775696,0.8,28.76,284.2,2263.1,2219.0,36.7,中立,0,,,
3923,ラクス,情報・通信業,1104.0,29.92681,15.016323,0.72,55.38,3909.4,995.8,933.0,67.7,中立,1,,,2026-07-24
3925,ダブルスタンダード,情報・通信業,1285.0,15.66882,2.600367,5.45,16.95,173.7,1206.8,1247.0,72.2,買われすぎ,0,,,
3926,オープンドア,情報・通信業,383.0,,3.4162266,,-28.92,118.8,352.4,306.9,58.4,中立,0,,,
3927,フーバーブレイン,情報・通信業,903.0,15.954064,2.242559,1.77,16.72,48.3,945.6,980.7,39.7,中立,0,,,
3928,マイネット,情報・通信業,231.0,8.616188,1.4305532,,0.53,21.8,228.3,247.2,50.5,中立,0,,,
3929,ソーシャルワイヤー,情報・通信業,242.0,12.770448,1.5963483,,12.96,28.3,274.3,301.2,24.8,売られすぎ,0,,,
3930,はてな,情報・通信業,1140.0,24.495058,1.6129626,,-28.25,34.2,1106.1,1019.6,62.3,中立,1,,,2026-07-24
3931,バリューゴルフ,情報・通信業,1885.0,,3.2716947,1.33,0.28,34.1,1894.7,1835.9,52.5,中立,0,,,
3932,アカツキ,情報・通信業,3020.0,7.703885,0.9602339,3.97,13.01,363.4,2922.5,2933.5,60.0,中立,0,,,
3933,チエル,情報・通信業,484.0,5.4906406,1.0706496,4.75,19.48,36.2,475.8,548.5,50.8,中立,0,,,
3934,ベネフィットジャパン,情報・通信業,2161.0,12.741745,1.4579227,4.49,11.93,127.5,2217.9,2156.8,42.3,中立,1,,,2026-07-27
3935,エディア,情報・通信業,709.0,9.671259,3.463047,2.4,-69.08,41.0,729.4,680.6,47.3,中立,0,,,
3936,グローバルウェイ,情報・通信業,148.0,28.083492,5.8247075,,-60.67,54.1,156.2,165.0,41.2,中立,0,,,
3937,Ｕｂｉｃｏｍホールディングス,情報・通信業,1016.0,13.809977,2.0446894,2.46,15.35,123.2,991.5,969.9,59.0,中立,0,,,
3939,カナミックネットワーク,情報・通信業,502.0,18.85092,48.648125,1.79,27.0,238.2,489.2,508.7,56.9,中立,0,,,
